Movie,"Release
Date",Distributor,"MPAA
Rating",Domestic Gross,"Inflation-Adjusted
Gross",Genre
The Good Guy,2010-02-19,Roadside Attractions,R,100688,100688,Romantic Comedy
She's Out of My League,2010-03-12,Paramount Pictures,R,32010860,32010858,Romantic Comedy
The Bounty Hunter,2010-03-19,Sony Pictures,PG-13,67061228,67061229,Romantic Comedy
Greenberg,2010-03-19,Focus Features,R,4234170,4234170,Romantic Comedy
The Lightkeepers,2010-03-19,,PG,0,0,Romantic Comedy
The Back-up Plan,2010-04-23,CBS Films,PG-13,37490007,37490007,Romantic Comedy
Just Wright,2010-05-14,Fox Searchlight,PG,21540363,21540363,Romantic Comedy
Speed-Dating,2010-06-04,Rockstone Releasing,R,3394,3394,Romantic Comedy
Flipped,2010-08-06,Warner Bros.,PG,1755212,1755212,Romantic Comedy
The Switch,2010-08-20,Miramax,PG-13,27758465,27758465,Romantic Comedy
Going the Distance,2010-09-03,Warner Bros.,R,17804299,17804299,Romantic Comedy
The Freebie,2010-09-17,Phase 4 Films,R,8300,8300,Romantic Comedy
Chuen Sing Yit Luen Yit Lat Lat,2010-10-01,,PG,0,0,Romantic Comedy
Life as We Know It,2010-10-08,Warner Bros.,PG-13,53374681,53374681,Romantic Comedy
How Do You Know?,2010-12-17,Sony Pictures,PG-13,30212620,30212620,Romantic Comedy
The Heart Specialist,2011-01-14,Freestyle Releasing,R,1103037,1103037,Romantic Comedy
No Strings Attached,2011-01-21,Paramount Pictures,R,70662220,70662220,Romantic Comedy
From Prada to Nada,2011-01-28,Lionsgate,PG-13,3033623,3033623,Romantic Comedy
Waiting for Forever,2011-02-04,Freestyle Releasing,PG-13,25517,25517,Romantic Comedy
Just Go With It,2011-02-11,Sony Pictures,PG-13,103028109,103028109,Romantic Comedy
Happythankyoumoreplease,2011-03-04,Anchor Bay Entertainment,R,216110,216110,Romantic Comedy
"No Eres Tu, Soy Yo",2011-04-08,Lionsgate,PG-13,1339911,1339911,Romantic Comedy
Ceremony,2011-04-08,Magnolia Pictures,R,22270,22270,Romantic Comedy
When Harry Tries to Marry,2011-04-22,108 Pics,PG-13,38261,38261,Romantic Comedy
Something Borrowed,2011-05-06,Warner Bros.,PG-13,39046489,39046489,Romantic Comedy
Jumping the Broom,2011-05-06,Sony Pictures,PG-13,37295394,37295394,Romantic Comedy
Midnight in Paris,2011-05-20,Sony Pictures Classics,PG-13,56816662,56816662,Romantic Comedy
35 and Ticking,2011-05-20,Image Entertainment,R,113804,113804,Romantic Comedy
The Art of Getting By,2011-06-17,Fox Searchlight,PG-13,1430241,1430241,Romantic Comedy
Larry Crowne,2011-07-01,Universal,PG-13,35608245,35608245,Romantic Comedy
Monte Carlo,2011-07-01,20th Century Fox,PG,23186769,23186769,Romantic Comedy
Zookeeper,2011-07-08,Sony Pictures,PG,80360866,80360866,Romantic Comedy
Friends with Benefits,2011-07-22,Sony Pictures,R,55802754,55802754,Romantic Comedy
Griff the Invisible,2011-08-19,Indomina Releasing,PG-13,20778,20778,Romantic Comedy
Love in Space,2011-09-09,China Lion Film Distribution,PG,33976,33976,Romantic Comedy
A Bird of the Air,2011-09-23,Paladin,PG-13,10152,10152,Romantic Comedy
What's Your Number?,2011-09-30,20th Century Fox,R,14011084,14011084,Romantic Comedy
Chalet Girl,2011-10-14,IFC Films,R,1710,1704,Romantic Comedy
All's Faire in Love,2011-10-28,Hannover House,PG,22180,22180,Romantic Comedy
New Year's Eve,2011-12-09,Warner Bros.,PG-13,54544638,54544638,Romantic Comedy
This Means War,2012-02-17,20th Century Fox,PG-13,54760791,54760791,Romantic Comedy
Friends with Kids,2012-03-09,Roadside Attractions,R,7251073,7251073,Romantic Comedy
Take Me Home,2012-04-06,Monterey Media,PG-13,15374,15374,Romantic Comedy
Tonight You're Mine,2012-04-12,Roadside Attractions,R,4321,4321,Romantic Comedy
Think Like a Man,2012-04-20,Sony Pictures,PG-13,91547205,91547205,Romantic Comedy
The Five-Year Engagement,2012-04-27,Universal,R,28700285,28700285,Romantic Comedy
The Giant Mechanical Man,2012-04-27,TriBeca Films,PG-13,7396,7396,Romantic Comedy
A Little Bit of Heaven,2012-05-04,Millenium Entertainment,PG-13,10011,10011,Romantic Comedy
What to Expect When You're Expecting,2012-05-18,Lionsgate,PG-13,41152203,41152203,Romantic Comedy
Hysteria,2012-05-18,Sony Pictures Classics,R,3337194,3337194,Romantic Comedy
To Rome With Love,2012-06-22,Sony Pictures Classics,R,16684352,16684352,Romantic Comedy
Ruby Sparks,2012-07-25,Fox Searchlight,R,2540106,2540106,Romantic Comedy
Celeste and Jesse Forever,2012-08-03,Sony Pictures Classics,R,3103407,3103407,Romantic Comedy
2 Days in New York,2012-08-10,Magnolia Pictures,R,633210,633210,Romantic Comedy
You May Not Kiss the Bride,2012-09-21,Freestyle Releasing,PG-13,0,0,Romantic Comedy
The First Time,2012-10-19,Samuel Goldwyn Films,PG-13,17061,17061,Romantic Comedy
Vamps,2012-11-02,Anchor Bay Entertainment,PG-13,3361,3361,Romantic Comedy
What a Man,2012-11-30,Paladin,R,0,0,Romantic Comedy
Playing for Keeps,2012-12-07,FilmDistrict,PG-13,12953567,12953567,Romantic Comedy
Cheerful Weather for the Wedding,2012-12-07,IFC Films,PG,2651,2651,Romantic Comedy
Save the Date,2012-12-14,IFC Films,R,5719,5719,Romantic Comedy
Warm Bodies,2013-02-01,Summit Entertainment,PG-13,0,0,Romantic Comedy
Upsdie Down,2013-03-15,Millenium Entertainment,PG-13,0,0,Romantic Comedy
Movie,"Release
Date",Distributor,"MPAA
Rating",Domestic Gross,"Inflation-Adjusted
Gross",Horror
Night of the Living Dead,1968-10-01,Walter Reade Organization,Not Rated,12000000,72274806,Horror
The Exorcist,1973-12-26,Warner Bros.,R,204868002,913225162,Horror
The Texas Chainsaw Massacre,1974-10-18,New Line,R,26572439,112115795,Horror
Jaws,1975-06-20,Universal,PG,260000000,1000682925,Horror
Jaws 2,1978-06-16,Universal,PG,102922376,33266205,Horror
Alien,1979-05-25,20th Century Fox,R,80930630,189080023,Horror
The Amityville Horror,1979-08-03,American International Pictures,R,86432520,63359643,Horror
The Incubus,1982-09-03,Artists Releasing Corporation,PG-13,13110874,35185305,Horror
The Sender,1982-10-22,Paramount Pictures,R,968663,2599574,Horror
The Evil Dead,1983-04-15,New Line,NC-17,2400000,6011430,Horror
Jaws 3-D,1983-07-22,Universal,PG,42245180,105814116,Horror
The Hitcher,1986-02-21,Sony/TriStar,R,5844868,9562128,Horror
House,1986-02-28,New World,R,19444631,37197366,Horror
Deadly Friend,1986-10-10,Warner Bros.,R,8988731,13347174,Horror
Jaws 4: The Revenge,1987-07-17,Universal,PG-13,15728335,28328903,Horror
The Phantom of the Opera,1989-11-03,Sony Pictures,PG-13,3953745,3765069,Horror
The First Power,1990-04-06,Orion Pictures,R,21365321,29340196,Horror
The Guardian,1990-04-27,Universal,R,16140440,26646384,Horror
Night of the Living Dead,1990-10-19,Sony Pictures,R,5835247,8691821,Horror
Freddy's Dead: The Final Nightmare,1991-09-13,New Line,R,34872033,63748936,Horror
Sleepwalkers,1992-04-10,Sony Pictures,R,30524763,50483818,Horror
Bram Stoker's Dracula,1992-11-13,Sony Pictures,R,82522790,148564108,Horror
Army of Darkness,1993-02-19,Universal,R,11502976,19486722,Horror
Leprechaun 2,1994-04-08,Trimark,R,2217237,4287742,Horror
Brainscan,1994-04-22,Sony Pictures,R,4000000,3335845,Horror
Wes Craven's New Nightmare,1994-10-14,New Line,R,18090181,34659744,Horror
The Puppet Masters,1994-10-21,Walt Disney,R,8579626,16591486,Horror
Frankenstein,1994-11-04,Sony Pictures,R,22006296,42556293,Horror
Interview with the Vampire: The Vampire Chronicles,1994-11-11,Warner Bros.,R,105264608,202830660,Horror
Tales from the Crypt: Demon Knight,1995-01-13,Universal,R,21089146,37987210,Horror
In the Mouth of Madness,1995-02-03,New Line,R,8924549,15728754,Horror
Hideaway,1995-03-03,Sony Pictures,R,12201255,21950911,Horror
The Mangler,1995-03-03,New Line,R,1781000,2752490,Horror
Candyman: Farewell to Flesh,1995-03-17,Gramercy,R,13916665,25210885,Horror
Village of the Damned,1995-04-28,Universal,R,8729915,15663047,Horror
Tales from the Hood,1995-05-24,Savoy,R,11784569,21374767,Horror
Lord of Illusions,1995-08-25,MGM,R,13249614,23994902,Horror
Nadja,1995-08-25,October Films,R,446934,631886,Horror
The Prophecy,1995-09-01,Miramax,R,16091660,29186940,Horror
Halloween: The Curse of Michael Myers,1995-09-29,Miramax,R,15126948,27399816,Horror
Vampire in Brooklyn,1995-10-27,Paramount Pictures,R,19637147,35456398,Horror
Rumpelstiltskin,1995-12-01,Spelling Films,R,185170,335862,Horror
From Dusk Till Dawn,1996-01-19,Miramax/Dimension,R,25728961,45927942,Horror
Hellraiser IV: Bloodline,1996-03-08,Miramax,R,9321492,16639497,Horror
The Frighteners,1996-07-19,Universal,R,16553635,29496670,Horror
Tales from the Crypt Presents: Bordello of Blood,1996-08-16,Universal,R,5601285,9974704,Horror
Thinner,1996-10-25,Paramount Pictures,R,15171475,27058045,Horror
Bad Moon,1996-11-01,Warner Bros.,R,1065431,1884187,Horror
Scream,1996-12-20,Miramax,R,103046663,178459626,Horror
The Relic,1997-01-10,Paramount Pictures,R,33956608,58319779,Horror
Anaconda,1997-04-11,Sony Pictures,PG-13,65598907,112691182,Horror
Event Horizon,1997-08-15,Paramount Pictures,R,26673242,45841231,Horror
Mimic,1997-08-22,Miramax,R,25514166,43754587,Horror
Wes Craven's Wishmaster,1997-09-19,Live Entertainment,R,15719109,27020425,Horror
I Know What You Did Last Summer,1997-10-17,Sony Pictures,R,72250091,124075016,Horror
Scream 2,1997-12-12,Miramax,R,101363301,173608507,Horror
An American Werewolf in Paris,1997-12-25,Walt Disney,R,26570463,45352178,Horror
Phantoms,1998-01-23,Miramax,R,5755333,9517407,Horror
The Night Flier,1998-02-06,New Line,R,91549,154013,Horror
Sphere,1998-02-13,Warner Bros.,PG-13,37068294,62205446,Horror
Species 2,1998-04-10,MGM,R,19217565,32242272,Horror
Halloween: H2O,1998-08-05,Miramax,R,55041738,92533612,Horror
Urban Legend,1998-09-25,Sony Pictures,R,38116707,63984618,Horror
Strangeland,1998-10-02,Artisan,R,631221,1061907,Horror
Bride of Chucky,1998-10-16,Universal,R,32404188,54454389,Horror
Vampires,1998-10-30,Sony Pictures,R,20268825,34009995,Horror
I Still Know What You Did Last Summer,1998-11-13,Sony Pictures,R,40020622,67167704,Horror
Psycho,1998-12-04,Universal,R,21541218,35890000,Horror
The Faculty,1998-12-25,Miramax,R,40283321,65571289,Horror
In Dreams,1999-01-15,Dreamworks SKG,R,12017369,18525475,Horror
The Rage: Carrie 2,1999-03-12,MGM,R,17760244,27579416,Horror
Ravenous,1999-03-19,20th Century Fox,R,2062406,3200965,Horror
Idle Hands,1999-04-30,Sony Pictures,R,4023741,6217186,Horror
The Blair Witch Project,1999-07-14,Artisan,R,140539099,218264289,Horror
The Haunting,1999-07-23,Dreamworks SKG,PG-13,91188905,141630013,Horror
Stigmata,1999-09-10,MGM,R,50041732,77719901,Horror
Bats,1999-10-22,Sony Pictures,R,10155691,15764125,Horror
House on Haunted Hill,1999-10-29,Warner Bros.,R,40846082,63408253,Horror
Sleepy Hollow,1999-11-19,Paramount Pictures,R,101068340,156239208,Horror
Scream 3,2000-02-04,Miramax,R,89138076,130482264,Horror
Pitch Black,2000-02-18,USA Films,R,39235088,57433180,Horror
Final Destination,2000-03-17,New Line,R,53302314,78025094,Horror
Hollow Man,2000-08-04,Sony Pictures,R,73209340,107165436,Horror
Anatomie,2000-09-08,Sony Pictures,Not Rated,9598,14052,Horror
Urban Legends: Final Cut,2000-09-22,Sony Pictures,R,21468807,31426509,Horror
"Blood, Friends and Money",2000-09-22,,Not Rated,4613,6683,Horror
Book of Shadows: Blair Witch 2,2000-10-27,Artisan,R,26421314,38676101,Horror
Dracula 2000,2000-12-22,Miramax,R,33000377,47508475,Horror
Valentine,2001-02-02,Warner Bros.,R,20384136,28415338,Horror
Hannibal,2001-02-09,MGM,R,165092266,230137059,Horror
The Forsaken,2001-04-27,Sony Pictures,R,6755271,9402821,Horror
Ôdishon,2001-06-15,Vitagraph Films,R,110776,154423,Horror
The Others,2001-08-10,Miramax,PG-13,96522687,134481073,Horror
Jeepers Creepers,2001-08-31,MGM,R,37904175,52836608,Horror
Soul Survivors,2001-09-07,Artisan,PG-13,3100650,4322284,Horror
Bones,2001-10-24,New Line,R,7316658,10186960,Horror
Thirteen Ghosts,2001-10-26,Warner Bros.,R,41867960,58363640,Horror
The Devil's Backbone,2001-11-21,Sony Pictures Classics,R,755249,1038695,Horror
Trouble Every Day,2001-11-30,Lot 47 Films,Not Rated,801121,1088165,Horror
Queen of the Damned,2002-02-22,Warner Bros.,R,30307804,41158106,Horror
Resident Evil,2002-03-15,Sony Pictures,R,40119709,53685012,Horror
Jason X,2002-04-26,New Line,R,13121555,17125419,Horror
Halloween: Resurrection,2002-07-12,Miramax/Dimension,R,30259652,41092714,Horror
FearDotCom,2002-08-30,Warner Bros.,R,13208023,17936542,Horror
Below,2002-10-11,Miramax/Dimension,R,589424,800440,Horror
The Ring,2002-10-18,Dreamworks SKG,PG-13,129094024,175194539,Horror
Ghost Ship,2002-10-25,Warner Bros.,R,30113491,40869561,Horror
Wes Craven Presents: They,2002-11-27,Miramax/Dimension,PG-13,12840842,17428434,Horror
Darkness Falls,2003-01-24,Sony Pictures,PG-13,32539681,42576799,Horror
Final Destination 2,2003-01-31,New Line,R,46896664,61362305,Horror
Willard,2003-03-14,New Line,PG-13,6882696,9005717,Horror
"House of 1,000 Corpses",2003-04-11,Lionsgate,R,12634962,16464994,Horror
Wrong Turn,2003-05-30,20th Century Fox,R,15417771,20173499,Horror
28 Days Later...,2003-06-27,Fox Searchlight,R,45064915,58964195,Horror
Freddy vs. Jason,2003-08-15,New Line,R,82622655,107935658,Horror
Jeepers Creepers II,2003-08-29,MGM,R,35623801,46612234,Horror
Cabin Fever,2003-09-12,Lionsgate,R,21158188,27682057,Horror
The House of the Dead,2003-10-10,Artisan,R,10199354,13345422,Horror
The Texas Chainsaw Massacre,2003-10-17,New Line,R,80571655,105183081,Horror
Gothika,2003-11-21,Warner Bros.,R,59588068,77916748,Horror
Dawn of the Dead,2004-03-19,Universal,R,58990765,74925105,Horror
Godzilla: The Original Japanese Version,2004-05-07,Rialto Pictures,Not Rated,412520,524117,Horror
Ju-On: The Grudge,2004-07-23,Vitagraph Films,R,325661,413759,Horror
AVP: Alien Vs. Predator,2004-08-13,20th Century Fox,PG-13,80281096,101999656,Horror
Exorcist: The Beginning,2004-08-20,Warner Bros.,R,41814863,53127094,Horror
Anacondas: The Hunt for the Blood Orchid,2004-08-27,Sony Pictures,PG-13,31526393,40055273,Horror
Resident Evil: Apocalypse,2004-09-10,Sony Pictures,R,50740078,64466862,Horror
Malevolence,2004-09-10,Painted Zebra Releasing,R,126021,158344,Horror
The Hillside Strangler,2004-09-24,Tartan Films,R,306,387,Horror
Riding the Bullet,2004-10-15,Innovation Film Group,R,101107,128457,Horror
The Grudge,2004-10-22,Sony Pictures,PG-13,110359362,139981903,Horror
The Manson Family,2004-10-22,Dinsdale Releasing,Not Rated,11657,14802,Horror
Evil Remains,2004-10-22,A Screen Media,R,8396,10667,Horror
Saw,2004-10-29,Lionsgate,R,55185045,70074128,Horror
Seed of Chucky,2004-11-12,Focus/Rogue Pictures,R,17016190,21619602,Horror
A Tale of Two Sisters,2004-12-03,Tartan Films,R,72062,90112,Horror
Fabled,2004-12-10,Indican Pictures,R,31425,39150,Horror
Darkness,2004-12-25,Miramax/Dimension,PG-13,22163442,27935736,Horror
Alone in the Dark,2005-01-28,Lionsgate,R,5178569,6317728,Horror
Boogeyman,2005-02-04,Sony Pictures,PG-13,46752382,57067865,Horror
Cursed,2005-02-25,Miramax/Dimension,PG-13,19294901,23749886,Horror
The Ring Two,2005-03-18,Dreamworks SKG,PG-13,75941727,93410057,Horror
The Amityville Horror,2005-04-15,Filmways Pictures,R,65233369,79833016,Horror
House of Wax,2005-05-06,Warner Bros.,R,32064800,39448532,Horror
Dominion: Prequel to the Exorcist,2005-05-20,Warner Bros.,R,251495,291599,Horror
High Tension,2005-06-10,Lionsgate,R,3681066,4487130,Horror
George A. Romero's Land of the Dead,2005-06-24,Universal,R,20700082,25151916,Horror
Undead,2005-07-01,Lionsgate,R,41196,41196,Horror
The Devil's Rejects,2005-07-22,Lionsgate,R,17044981,20803413,Horror
Chaos,2005-08-05,Dinsdale Releasing,R,10289,12663,Horror
The Skeleton Key,2005-08-12,Universal,PG-13,47907715,58844251,Horror
The Cave,2005-08-26,Sony Pictures,PG-13,15007991,18325511,Horror
Venom,2005-09-16,Miramax/Dimension,R,881745,1085333,Horror
Hellbent,2005-09-16,Regent Releasing,R,187786,230932,Horror
The Dark Hours,2005-10-13,Freestyle Releasing,R,423,521,Horror
The Fog,2005-10-14,Sony Pictures,PG-13,29511112,36324913,Horror
Doom,2005-10-21,Universal,R,28212337,34503364,Horror
The Roost,2005-10-21,Vitagraph Films,Not Rated,5642,6588,Horror
Saw II,2005-10-28,Lionsgate,R,87025093,107118254,Horror
Three... Extremes,2005-10-28,Lionsgate,R,77532,93339,Horror
Kairo,2005-11-09,Magnolia Pictures,R,49046,60366,Horror
Marebito,2005-12-09,Tartan Films,Not Rated,13893,16900,Horror
Wolf Creek,2005-12-25,Weinstein Co.,R,16186348,19843965,Horror
Fragile,2005-12-31,Bauer Martinez,PG-13,0,0,Horror
Hostel,2006-01-06,Lionsgate,R,47326473,56949326,Horror
When a Stranger Calls,2006-02-03,Sony Pictures,PG-13,47860214,57651465,Horror
Tamara,2006-02-03,City Lights Pictures,R,206871,248898,Horror
Final Destination 3,2006-02-10,New Line,R,54098051,65165435,Horror
The Hills Have Eyes,2006-03-10,Fox Searchlight,R,41778863,50324424,Horror
Stay Alive,2006-03-24,Walt Disney,PG-13,23086480,27799658,Horror
Slither,2006-03-31,Universal,R,7802450,9365288,Horror
Hard Candy,2006-04-14,Lionsgate,R,1024640,1214168,Horror
Silent Hill,2006-04-21,Sony Pictures,R,46982632,56594347,Horror
An American Haunting,2006-05-05,Freestyle Releasing,PG-13,16298046,19632300,Horror
Dead Man's Shoes,2006-05-12,Magnolia Pictures,Not Rated,6408,7243,Horror
See No Evil,2006-05-19,Lionsgate,R,15032800,18073378,Horror
The Omen,2006-06-06,20th Century Fox,R,54607383,65778969,Horror
Hair High,2006-08-04,Bill Plympton,Not Rated,5342,6438,Horror
Pulse,2006-08-11,Weinstein/Dimension,R,20264436,24410137,Horror
Calvaire,2006-08-11,Palm Pictures,Not Rated,2623,3156,Horror
Feast,2006-09-22,Weinstein/Dimension,R,56131,67617,Horror
The Strange Case of Dr. Jekyll and Mr. Hyde,2006-09-29,Rocky Mountain Pictures,R,24216,29169,Horror
The Texas Chainsaw Massacre: The Beginning,2006-10-06,New Line,R,39517763,47601656,Horror
The Grudge 2,2006-10-13,Sony Pictures,PG-13,39143839,47151895,Horror
Saw III,2006-10-27,Lionsgate,R,80238724,96653975,Horror
Cruel World,2006-10-28,Indican Pictures,R,17986,21666,Horror
8 Films to Die For,2006-11-17,Freestyle Releasing,Not Rated,2310680,2783403,Horror
Black Christmas,2006-12-25,MGM,R,16235738,19320109,Horror
El Laberinto del Fauno,2006-12-29,Picturehouse,R,37634615,43192314,Horror
The Breed,2007-01-05,First Look,R,0,0,Horror
Blood and Chocolate,2007-01-26,MGM,PG-13,3526588,4044296,Horror
The Messengers,2007-02-02,Sony Pictures,PG-13,35374833,40567942,Horror
The Abandoned,2007-02-23,Lionsgate/After Dark,R,1255524,1439838,Horror
Dead Silence,2007-03-16,Universal,R,16574590,19007775,Horror
Behind the Mask: The Rise of Leslie Vernon,2007-03-16,Anchor Bay Entertainment,R,69136,79287,Horror
The Hills Have Eyes II,2007-03-23,20th Century Fox,R,20804166,23858263,Horror
The Reaping,2007-04-05,Warner Bros.,R,25126214,28814801,Horror
Grindhouse,2007-04-06,Weinstein/Dimension,R,25031037,28705650,Horror
The Tripper,2007-04-20,Freestyle Releasing,R,23200,23899,Horror
Wind Chill,2007-04-27,Sony Pictures,R,31388,35994,Horror
28 Weeks Later,2007-05-11,20th Century Fox,R,28638916,32841557,Horror
Rise: Blood Hunter,2007-06-01,Samuel Goldwyn Films,R,114306,131084,Horror
Hostel: Part II,2007-06-08,Lionsgate,R,17544812,20120431,Horror
Cthulhu,2007-06-14,Regent Releasing,R,15513,17050,Horror
Fido,2007-06-15,Lionsgate,R,298110,341874,Horror
1408,2007-06-22,MGM,PG-13,71985628,82541795,Horror
Captivity,2007-07-13,Lionsgate,R,2686800,3081226,Horror
Skinwalkers,2007-08-10,Lionsgate/After Dark,PG-13,1018965,1168548,Horror
Halloween,2007-08-31,MGM,R,58269151,66823195,Horror
Hatchet,2007-09-07,Anchor Bay Entertainment,R,175281,10494,Horror
The Last Winter,2007-09-19,IFC Films,Not Rated,32921,37754,Horror
30 Days of Night,2007-10-19,Sony Pictures,R,39568996,45377820,Horror
Saw IV,2007-10-26,Lionsgate,R,63300095,72592695,Horror
P2,2007-11-09,Summit Entertainment,R,6348315,4581494,Horror
After Dark's Horrorfest 2007,2007-11-09,Freestyle Releasing,Not Rated,874635,1003032,Horror
The Mist,2007-11-21,MGM,R,25593755,29335896,Horror
Timber Falls,2007-12-07,Slowhand Cinema,R,0,0,Horror
I am Legend,2007-12-14,Warner Bros.,PG-13,256393010,291623655,Horror
El orfanato,2007-12-28,Picturehouse,R,7159147,7883278,Horror
One Missed Call,2008-01-04,Warner Bros.,PG-13,26890041,29549084,Horror
Shrooms,2008-02-01,Magnolia Pictures,Not Rated,2863,3148,Horror
Diary of the Dead,2008-02-15,Weinstein Co.,R,952620,1046822,Horror
The Signal,2008-02-22,Magnolia Pictures,R,251150,275984,Horror
Shutter,2008-03-21,20th Century Fox,PG-13,25928550,28492518,Horror
American Zombie,2008-03-28,Cinema Libre,Not Rated,3126,3432,Horror
The Ruins,2008-04-04,Paramount Pictures,R,17432844,19156707,Horror
Prom Night,2008-04-11,Sony Pictures,PG-13,43869350,48207403,Horror
Zombie Strippers,2008-04-18,Sony/Triumph,R,0,0,Horror
Rogue,2008-04-25,Weinstein Co.,R,10452,11488,Horror
Fronti?re(s),2008-05-09,After Dark,NC-17,9913,10896,Horror
Edgar Allan Poe's House of Usher,2008-05-09,Regent Releasing,R,1677,1846,Horror
La terza madre,2008-06-06,Mitropoulos Films,Not Rated,54947,60382,Horror
Mirrors,2008-08-15,20th Century Fox,R,30691439,33726389,Horror
Quarantine,2008-10-10,Sony Pictures,R,31691811,34825679,Horror
Fears of the Dark,2008-10-22,IFC Films,Not Rated,77876,85575,Horror
Saw V,2008-10-24,Lionsgate,R,56746769,62358220,Horror
Låt den r?tte komma in,2008-10-24,Magnolia Pictures,R,2122085,2302010,Horror
My Name is Bruce,2008-10-31,Image Entertainment,R,173066,190181,Horror
Eden Lake,2008-10-31,Third Rail,R,7321,8048,Horror
House,2008-11-07,Roadside Attractions,R,575048,631910,Horror
The Unborn,2009-01-09,Universal,PG-13,42670410,44889271,Horror
After Dark's Horrorfest III,2009-01-09,After Dark,Not Rated,66456,69913,Horror
My Bloody Valentine,2009-01-16,Lionsgate,R,51545952,54226345,Horror
The Uninvited,2009-01-30,Paramount Pictures,PG-13,28596818,30083852,Horror
The Objective,2009-02-04,IFC Films,Not Rated,95,103,Horror
Friday the 13th,2009-02-13,Warner Bros.,R,65002019,68382125,Horror
Shuttle,2009-03-06,Truly Indie,R,1925,2028,Horror
The Last House on the Left,2009-03-13,Universal,R,32752215,34455330,Horror
The Haunting in Connecticut,2009-03-27,Lionsgate,PG-13,55389516,58269772,Horror
Drag Me To Hell,2009-05-29,Universal,PG-13,42100625,44289860,Horror
The Collector,2009-07-31,Freestyle Releasing,R,7712114,8113145,Horror
Thirst,2009-07-31,Focus Features,R,318574,335144,Horror
I Sell the Dead,2009-08-07,IFC Films,Not Rated,7066,7432,Horror
The Final Destination,2009-08-28,Warner Bros.,R,66477700,69934538,Horror
Halloween 2,2009-08-28,Weinstein/Dimension,R,33392973,35129404,Horror
Sorority Row,2009-09-11,Summit Entertainment,R,11965282,12587477,Horror
Paranormal Activity,2009-09-25,Paramount Pictures,R,107918810,113527253,Horror
Pandorum,2009-09-25,Overture Films,R,10330853,10868057,Horror
Saw VI,2009-10-23,Lionsgate,R,27693292,29133344,Horror
"House of the Devil, The",2009-10-30,Magnolia Pictures,R,101215,106476,Horror
Daybreakers,2010-01-08,Lionsgate,R,30101577,30101581,Horror
The Wolfman,2010-02-12,Universal,R,62189884,62189887,Horror
The Crazies,2010-02-26,Overture Films,R,39123589,39123591,Horror
A Nightmare on Elm Street,2010-04-30,Warner Bros.,R,63075011,63075011,Horror
The Human Centipede,2010-04-30,IFC Films,R,181467,181470,Horror
George A. Romero's Survival of the Dead,2010-05-28,Magnolia Pictures,R,101740,101742,Horror
Splice,2010-06-04,Warner Bros.,R,17010170,17010170,Horror
Piranha 3D,2010-08-20,Weinstein/Dimension,R,25003155,25003158,Horror
The Last Exorcism,2010-08-27,Lionsgate,PG-13,41034350,41034351,Horror
Resident Evil: Afterlife 3D,2010-09-10,Sony Pictures,R,60128566,60128566,Horror
Case 39,2010-10-01,Paramount Vantage,R,13261851,13261851,Horror
Chain Letter,2010-10-01,New Films Cinema,R,205842,205842,Horror
Hatchet II,2010-10-01,Vitagraph Films,R,62000,52604,Horror
My Soul to Take,2010-10-08,Universal,R,14744435,14744438,Horror
I Spit on Your Grave,2010-10-08,Anchor Bay Entertainment,R,93051,93055,Horror
Paranormal Activity 2,2010-10-20,Paramount Pictures,R,84752907,84752907,Horror
Saw 3D,2010-10-29,Lionsgate,R,45710178,45710178,Horror
The Rite,2011-01-28,Warner Bros.,PG-13,33047633,33047633,Horror
Scream of the Banshee,2011-01-28,After Dark,R,0,0,Horror
Seconds Apart,2011-01-28,After Dark,R,0,0,Horror
Bereavement,2011-03-04,,R,24400,20744,Horror
Red State,2011-03-05,Smodshow Productions,R,1065429,1065429,Horror
Black Death,2011-03-11,Magnet Pictures,R,22554,22554,Horror
Choose,2011-03-18,IFC Films,R,0,0,Horror
Insidious,2011-04-01,FilmDistrict,R,54009150,54009150,Horror
Scream 4,2011-04-15,Weinstein/Dimension,R,38180928,38180928,Horror
Stake Land,2011-04-22,IFC Films,R,33245,33075,Horror
Dylan Dog: Dead of Night,2011-04-29,Omin/Freestyle,PG-13,1186538,1186538,Horror
Priest in 3D,2011-05-13,Sony Pictures,PG-13,29136626,29136626,Horror
The Bleeding House,2011-05-13,TriBeca Films,R,0,0,Horror
Trolljegeren,2011-06-10,Magnet Pictures,PG,253444,253444,Horror
The Ward,2011-07-08,Cinedigm,R,7760,7760,Horror
Final Destination 5,2011-08-12,Warner Bros.,R,42587643,42587643,Horror
Atrocious,2011-08-17,Salient Media,R,0,0,Horror
Fright Night,2011-08-19,Walt Disney,R,18298649,18298649,Horror
A Horrible Way To Die,2011-08-19,Anchor Bay Entertainment,R,0,0,Horror
Don't Be Afraid of the Dark,2011-08-26,FilmDistrict,R,24046682,24046682,Horror
Shark Night 3D,2011-09-02,Relativity,PG-13,18877153,18877153,Horror
Creature,2011-09-09,The Bubble Factory,R,331000,327000,Horror
Dream House,2011-09-30,Universal,PG-13,21302340,21302340,Horror
The Thing,2011-10-14,Universal,R,16928670,16928670,Horror
The Woman,2011-10-14,The Collective,R,0,0,Horror
Paranormal Activity 3,2011-10-21,Paramount Pictures,R,104028807,104028807,Horror
Inkubus,2011-10-28,Screen Media Films,R,81600,81600,Horror
11-11-11,2011-11-11,Rocket Releasing,PG-13,38100,38100,Horror
